"Service Request #","Date Request Opened","Request Status","SLA","Service Group","Agency Responsible","Request Name","Street Address","Latitude","Longitude","Location","TNI Area Description"
"19-00021652","2019 Mar 07 09:14:23 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CIPRIANO RD & BRAE BROOKE DR",,,,"County Address"
"19-00021647","2019 Mar 07 09:03:39 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","ENTERPRISE RD & WATKINS PARK DR",,,,"County Address"
"19-00021637","2019 Mar 07 08:44:35 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","13101 YORKTOWN DR","38.99030903","-76.73426467","(38.99030903, -76.73426467)","County Address"
"19-00021601","2019 Mar 07 07:54:32 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CHERRY HILL RD & SELLMAN RD",,,,"County Address"
"19-00021599","2019 Mar 07 07:42:53 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","8807 MONTPELIER DR","39.06599212","-76.85253505","(39.06599212, -76.85253505)","County Address"
"19-00021597","2019 Mar 07 07:41:23 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","7813 MUIRKIRK RD","39.055495","-76.87127996","(39.055495, -76.87127996)","County Address"
"19-00021590","2019 Mar 07 07:22:46 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CHERRY HILL RD & CHERRY HILL CT",,,,"County Address"
"19-00021585","2019 Mar 07 07:03:27 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","13100 5TH ST","39.01194465","-76.77877473","(39.01194465, -76.77877473)","County Address"
"19-00021567","2019 Mar 06 06:04:22 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","LAKE ARBOR WAY & FAIRLAKES PL",,,,"County Address"
"19-00021566","2019 Mar 06 06:01:35 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1602 DORAL DR","38.91279281","-76.82001682","(38.91279281, -76.82001682)","County Address"
"19-00021559","2019 Mar 06 05:40:46 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5804 HUNTLAND RD","38.80924294","-76.93245021","(38.80924294, -76.93245021)","County Address"
"19-00021555","2019 Mar 06 05:35:35 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","THRIFT RD & BROKEN LANCE CT",,,,"County Address"
"19-00021537","2019 Mar 06 04:50:26 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","9800 CHERRY HILL RD","39.02404658","-76.94136673","(39.02404658, -76.94136673)","County Address"
"19-00021518","2019 Mar 06 04:33:31 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","DAYTON RD & RIGGS RD",,,,"County Address"
"19-00021513","2019 Mar 06 04:24:37 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","PARKSIDE DR & WOODBRIDGE CT",,,,"County Address"
"19-00021510","2019 Mar 06 04:20:23 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","PALAMAR DR & WOODSTREAM TURN",,,,"County Address"
"19-00021504","2019 Mar 06 04:12:50 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3204 CALYDON CT","38.76403651","-76.95251291","(38.76403651, -76.95251291)","County Address"
"19-00021500","2019 Mar 06 04:10:39 PM","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Pothole Repair","8512 DANGERFIELD PL","38.76781598","-76.85823384","(38.76781598, -76.85823384)","County Address"
"19-00021496","2019 Mar 06 04:01:57 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3501 BROWN STATION RD",,,,"County Address"
"19-00021492","2019 Mar 06 04:01:09 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","RIVER RD & CAMPUS DR",,,,"County Address"
"19-00021489","2019 Mar 06 03:57:31 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","GOOD LUCK RD & WOODSIDE DR",,,,"County Address"
"19-00021484","2019 Mar 06 03:47:20 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","MCCAHILL DR & SHAFFNER ST",,,,"County Address"
"19-00021483","2019 Mar 06 03:46:13 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","BOND MILL RD & BROOKLYN BRIDGE RD",,,,"County Address"
"19-00021475","2019 Mar 06 03:37:17 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","ATLANTIS DR & MITCHELLVILLE RD",,,,"County Address"
"19-00021464","2019 Mar 06 03:19:32 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","FORBES BLVD & ANNAPOLIS RD",,,,"County Address"
"19-00021461","2019 Mar 06 03:18:00 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","7801 BRANCH AVE",,,,"County Address"
"19-00021458","2019 Mar 06 03:15:48 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3205 TUCKER RD","38.77481728","-76.95365817","(38.77481728, -76.95365817)","County Address"
"19-00021455","2019 Mar 06 03:14:25 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","7900 BOCK RD",,,,"County Address"
"19-00021453","2019 Mar 06 03:12:23 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6400 LIVINGSTON RD","38.80118668","-76.98605098","(38.80118668, -76.98605098)","County Address"
"19-00021447","2019 Mar 06 03:01:06 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","BERWICK RD & OLD COLONY DR N",,,,"County Address"
"19-00021416","2019 Mar 06 02:17:57 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","8300 DANGERFIELD PL",,,,"County Address"
"19-00021388","2019 Mar 06 01:32:40 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CONTEE RD & DEERFIELD RD",,,,"County Address"
"19-00021341","2019 Mar 06 12:35:07 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","FLORAL PARK RD & WINDBROOK DR",,,,"County Address"
"19-00021304","2019 Mar 06 12:01:03 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","WOODMORE RD & PARKSIDE DR",,,,"County Address"
"19-00021283","2019 Mar 06 11:29:39 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","13950 GUNPOWDER RD",,,,"County Address"
"19-00021267","2019 Mar 06 11:20:08 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","ENTERPRISE RD & ALBERT DR",,,,"County Address"
"19-00021250","2019 Mar 06 11:11:12 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","ADELPHI RD & RIGGS RD",,,,"County Address"
"19-00021231","2019 Mar 06 10:55:52 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","WILKINSON DR & PARK BLVD",,,,"County Address"
"19-00021227","2019 Mar 06 10:53:36 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","8414 CONTEE RD",,,,"County Address"
"19-00021220","2019 Mar 06 10:40:00 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","4720 RALEIGH RD","38.82423121","-76.95011146","(38.82423121, -76.95011146)","Hillcrest Heights / Marlow Heights"
"19-00021204","2019 Mar 06 10:17:28 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","RIVERDALE RD & AUBURN AVE",,,,"County Address"
"19-00021197","2019 Mar 06 10:11:37 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","POPLAR VIEW DR & HILLMEADE STATION DR",,,,"County Address"
"19-00021195","2019 Mar 06 10:07:11 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6001 GOOD LUCK RD","38.9700434","-76.90371881","(38.9700434, -76.90371881)","Bladensburg / East Riverdale"
"19-00021186","2019 Mar 06 09:54:21 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","4921 POWDER MILL RD","39.03643775","-76.90980372","(39.03643775, -76.90980372)","County Address"
"19-00021158","2019 Mar 06 09:31:08 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","HORSEHEAD RD & BADEN WESTWOOD RD",,,,"County Address"
"19-00021155","2019 Mar 06 09:28:38 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","FLORAL PARK RD & BRANDYWINE RD",,,,"County Address"
"19-00021136","2019 Mar 06 09:03:22 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","9800 CHERRY HILL RD","39.02404658","-76.94136673","(39.02404658, -76.94136673)","County Address"
"19-00021125","2019 Mar 06 08:45:56 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","BALTIMORE WASHINGTON PKY NB & BALTIMORE WASHINGTON PKY",,,,"County Address"
"19-00021109","2019 Mar 06 08:35:00 AM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","9450 CHERRY HILL RD","39.02092376","-76.94118706","(39.02092376, -76.94118706)","County Address"
"19-00021095","2019 Mar 06 08:09:42 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","8700 CONTEE RD",,,,"County Address"
"19-00021092","2019 Mar 06 07:59:50 AM","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Pothole Repair","CROOM RD & CROOM STATION RD",,,,"County Address"
"19-00021091","2019 Mar 06 07:44:41 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","4125 SOUTHERN AVE","38.86614165","-76.94309409","(38.86614165, -76.94309409)","Suitland / Coral Hills"
"19-00021066","2019 Mar 05 09:01:09 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","ADELPHI RD & METZEROTT RD",,,,"County Address"
"19-00021063","2019 Mar 05 06:54:48 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","TEMPLE HILL RD & ALLENTOWN RD",,,,"County Address"
"19-00021056","2019 Mar 05 06:26:35 PM","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Pothole Repair","MCKENDREE RD & CEDARVILLE RD",,,,"County Address"
"19-00021037","2019 Mar 05 05:22:39 PM","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Pothole Repair","ALLENTOWN RD & OLD FORT RD",,,,"County Address"
"19-00021033","2019 Mar 05 05:12:26 PM","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Pothole Repair","THRIFT RD & TIPPETT RD",,,,"County Address"
"19-00021027","2019 Mar 05 04:48:11 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","12205 THRIFT RD","38.72202654","-76.9298297","(38.72202654, -76.9298297)","County Address"
"19-00021020","2019 Mar 05 04:36:04 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5600 TEMPLE HILL RD",,,,"County Address"
"19-00021019","2019 Mar 05 04:34:40 PM","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Pothole Repair","MCKENDREE RD & ACCOKEEK RD",,,,"County Address"
"19-00020989","2019 Mar 05 03:46:47 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","PRINCE PL & HARRY S TRUMAN DR",,,,"County Address"
"19-00020982","2019 Mar 05 03:34:46 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","11803 CHANTILLY LN","38.94054177","-76.80144644","(38.94054177, -76.80144644)","County Address"
"19-00020980","2019 Mar 05 03:31:14 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CASTLETON DR & JOYCETON DR",,,,"County Address"
"19-00020977","2019 Mar 05 03:29:02 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CHERRY HILL RD & BALTIMORE AVE",,,,"County Address"
"19-00020969","2019 Mar 05 03:24:20 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","FLORAL PARK RD & S SPRINGFIELD RD",,,,"County Address"
"19-00020966","2019 Mar 05 03:21:34 PM","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Pothole Repair","8701 WOODYARD RD","38.77142752","-76.87965036","(38.77142752, -76.87965036)","County Address"
"19-00020955","2019 Mar 05 03:07:43 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CAMPUS WAY S & LARGO RD",,,,"County Address"
"19-00020953","2019 Mar 05 03:04:00 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","10100 LAKE ARBOR WAY","38.90491807","-76.8310071","(38.90491807, -76.8310071)","County Address"
"19-00020950","2019 Mar 05 03:01:12 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","9800 LOTTSFORD RD","38.91516394","-76.83837343","(38.91516394, -76.83837343)","County Address"
"19-00020918","2019 Mar 05 02:19:28 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","THRIFT RD & TIPPETT RD",,,,"County Address"
"19-00020913","2019 Mar 05 02:12:17 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5001 BEECH RD","38.82369714","-76.93119969","(38.82369714, -76.93119969)","Silver Hill"
"19-00020902","2019 Mar 05 02:04:48 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","VIENNA DR & CUSHMAN DR",,,,"County Address"
"19-00020897","2019 Mar 05 01:57:17 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1204 CRISFIELD DR","38.81001753","-76.99072549","(38.81001753, -76.99072549)","Oxon Hill / Glassmanor"
"19-00020892","2019 Mar 05 01:52:59 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","LORRING DR & MARLBORO PIKE",,,,"County Address"
